"Order"	"Family"	"Genus"	"Species"	"taxon"	"mn_long"	"mn_lat"	"mn_lat_abs"	"n_obs"	"md_density"	"HYP"	"FAL"	"FOL"	"FSF"	"FOT"	"MASSKG"	"massPHY"	"MASSALL"	"taxonPhy"
"Primates"	"Cercopithecidae"	"Presbytis"	"femoralis"	"Presbytis femoralis"	103.1	2.4	2.4	13	16.2	1	1	0	0	0	6.23	7	7	"Presbytis_femoralis_Centroid"
"Primates"	"Cercopithecidae"	"Presbytis"	"frontata"	"Presbytis frontata"	113.9	0.6	0.6	8	5.395	1	1	0	0	0	5.62	6.05	6.05	"Presbytis_frontata_Centroid"
"Primates"	"Cercopithecidae"	"Presbytis"	"hosei"	"Presbytis hosei"	117.7	3.2	3.2	5	3.9	1	1	0	0	0	5.91	6.5	6.5	"Presbytis_hosei_Centroid"
"Primates"	"Cercopithecidae"	"Presbytis"	"natunae"	"Presbytis natunae"	108.3	4	4	1	7.8	1	0	0	0	0	6.55	4.92	4.92	"Presbytis_natunae_Centroid"
"Primates"	"Cercopithecidae"	"Presbytis"	"potenziani"	"Presbytis potenziani"	99.1	-1.4	1.4	1	13.5	1	1	0	0	0	6.29	6.45	6.45	"Presbytis_potenziani_Centroid"
"Primates"	"Cercopithecidae"	"Presbytis"	"rubicunda"	"Presbytis rubicunda"	117	2.6	2.6	7	11.4	1	1	0	0	0	6.23	6.3	6.3	"Presbytis_rubicunda_Centroid"
"Primates"	"Cercopithecidae"	"Presbytis"	"siamensis"	"Presbytis siamensis"	102.6	4.1	4.1	16	43.45	1	0	0	0	0	5.9	7	7	"Presbytis_siamensis_Centroid"
"Primates"	"Cercopithecidae"	"Presbytis"	"thomasi"	"Presbytis thomasi"	97.9	3.6	3.6	5	27	1	1	0	0	0	6.73	6.69	6.69	"Presbytis_thomasi_Centroid"
"Primates"	"Cercopithecidae"	"Procolobus"	"verus"	"Procolobus verus"	-9.4	6.7	6.7	2	14.1	1	1	0	0	0	3.6	4	4	"Procolobus_verus_Centroid"
"Primates"	"Cercopithecidae"	"Pygathrix"	"nemaeus"	"Pygathrix nemaeus"	105.4	18	18	1	36.4	1	0	0	0	0	8.31	8.31	8.31	"Pygathrix_nemaeus_Centroid"
"Primates"	"Cercopithecidae"	"Rhinopithecus"	"bieti"	"Rhinopithecus bieti"	99.2	28.5	28.5	1	7	1	1	0	0	0	9.96	9.96	9.96	"Rhinopithecus_bieti_Centroid"
"Primates"	"Cercopithecidae"	"Semnopithecus"	"ajax"	"Semnopithecus ajax"	77.1	31.2	31.2	14	32.7	1	0	0	0	0	14.5	20.15	20.15	"Semnopithecus_ajax_Centroid"
"Primates"	"Cercopithecidae"	"Semnopithecus"	"dussumieri"	"Semnopithecus dussumieri"	74.9	15.4	15.4	2	44.565	1	0	0	0	0	14.5	13.1	13.1	"Semnopithecus_dussumieri_Centroid"
"Primates"	"Cercopithecidae"	"Semnopithecus"	"entellus"	"Semnopithecus entellus"	77.5	23.1	23.1	20	20.71	1	0	0	0	0	17.2	14.5	14.5	"Semnopithecus_entellus_Centroid"
"Primates"	"Cercopithecidae"	"Semnopithecus"	"hector"	"Semnopithecus hector"	82	28.6	28.6	2	61	1	0	0	0	0	14.5	17.35	17.35	"Semnopithecus_hector_Centroid"
"Primates"	"Cercopithecidae"	"Semnopithecus"	"schistaceus"	"Semnopithecus schistaceus"	86.1	27.8	27.8	2	8.575	1	0	0	0	0	14.5	17.35	17.35	"Semnopithecus_schistaceus_Centroid"
"Primates"	"Cercopithecidae"	"Simias"	"concolor"	"Simias concolor"	99	-1.3	1.3	3	11.67	1	1	0	0	0	7.39	7.98	7.98	"Simias_concolor_Centroid"
"Primates"	"Cercopithecidae"	"Theropithecus"	"gelada"	"Theropithecus gelada"	38.2	11.5	11.5	9	67.907	2	0	1	1	0	12.2	17.0498	17.0498	"Theropithecus_gelada_Centroid"
"Primates"	"Cercopithecidae"	"Trachypithecus"	"auratus"	"Trachypithecus auratus"	109	-7.5	7.5	3	42	1	1	0	0	0	9.72	7.1	7.1	"Trachypithecus_auratus_Centroid"
"Primates"	"Cercopithecidae"	"Trachypithecus"	"geei"	"Trachypithecus geei"	90.7	26.6	26.6	4	33.35	1	1	0	0	0	8.1	8.35	8.35	"Trachypithecus_geei_Centroid"
"Primates"	"Cercopithecidae"	"Trachypithecus"	"johnii"	"Trachypithecus johnii"	77.2	9.5	9.5	2	46.45	1	1	0	0	0	11.6	11.921	11.921	"Trachypithecus_johnii_Centroid"
"Primates"	"Cercopithecidae"	"Trachypithecus"	"obscurus"	"Trachypithecus obscurus"	102.8	3.5	3.5	24	13.4	1	1	0	0	0	6.43	7	7	"Trachypithecus_obscurus_Centroid"
"Primates"	"Cercopithecidae"	"Trachypithecus"	"phayrei"	"Trachypithecus phayrei"	92.1	24.7	24.7	3	2.1	1	1	0	0	0	7.09	8.4	8.4	"Trachypithecus_phayrei_Centroid"
"Primates"	"Cercopithecidae"	"Trachypithecus"	"pileatus"	"Trachypithecus pileatus"	92.3	25.7	25.7	10	10.04	1	1	0	0	0	10.9	11.45	11.45	"Trachypithecus_pileatus_Centroid"
"Primates"	"Cercopithecidae"	"Trachypithecus"	"poliocephalus"	"Trachypithecus poliocephalus"	107.4	22.4	22.4	6	2.965	1	0	0	0	0	9.1	7.75	7.75	"Trachypithecus_poliocephalus_Centroid"
"Primates"	"Cercopithecidae"	"Trachypithecus"	"vetulus"	"Trachypithecus vetulus"	80.9	7.4	7.4	2	153.8	1	1	0	0	0	7.04	8.83	8.83	"Trachypithecus_vetulus_Centroid"
"Primates"	"Cheirogaleidae"	"Allocebus"	"trichotis"	"Allocebus trichotis"	50.1	-15.1	15.1	1	18	1	0	0	0	0	0.088	0.0775	0.0775	"Allocebus_trichotis_Centroid"
"Primates"	"Cheirogaleidae"	"Cheirogaleus"	"crossleyi"	"Cheirogaleus crossleyi"	49	-14.2	14.2	1	12	1	0	0	0	0	0.389	0.375	0.375	"Cheirogaleus_crossleyi_Centroid"
"Primates"	"Cheirogaleidae"	"Cheirogaleus"	"major"	"Cheirogaleus major"	49	-16.7	16.7	4	40	1	0	0	0	0	0.394	0.45	0.45	"Cheirogaleus_major_Centroid"
"Primates"	"Cheirogaleidae"	"Cheirogaleus"	"medius"	"Cheirogaleus medius"	44.9	-19.1	19.1	7	99	1	0	0	0	0	0.197	0.181	0.181	"Cheirogaleus_medius_Centroid"
"Primates"	"Cheirogaleidae"	"Lepilemur"	"grewcockorum"	"Lepilemur grewcockorum"	47.5	-15	15	2	90	1	1	1	0	0	0.9	0.78	0.78	"Lepilemur_grewcockorum_Centroid"
"Primates"	"Cheirogaleidae"	"Microcebus"	"berthae"	"Microcebus berthae"	44.5	-20.1	20.1	6	63	1	0	0	0	0	0.033	0.0305	0.0305	"Microcebus_berthae_Centroid"
"Primates"	"Cheirogaleidae"	"Microcebus"	"danfossi"	"Microcebus danfossi"	48.1	-15	15	11	370	1	0	0	0	0	0.04	0.063	0.063	"Microcebus_danfossi_Centroid"
"Primates"	"Cheirogaleidae"	"Microcebus"	"griseorufus"	"Microcebus griseorufus"	43.8	-24.1	24.1	2	790	1	0	0	0	0	0.07	0.0625	0.0625	"Microcebus_griseorufus_Centroid"
"Primates"	"Cheirogaleidae"	"Microcebus"	"murinus"	"Microcebus murinus"	45.7	-17.8	17.8	13	100	1	0	0	0	0	0.071	0.06	0.06	"Microcebus_murinus_Centroid"
"Primates"	"Cheirogaleidae"	"Microcebus"	"myoxinus"	"Microcebus myoxinus"	44.6	-20	20	2	99.5	1	0	0	0	0	0.031	0.0475	0.0475	"Microcebus_myoxinus_Centroid"
"Primates"	"Cheirogaleidae"	"Microcebus"	"rufus"	"Microcebus rufus"	49	-15.3	15.3	7	21	1	0	0	0	0	0.043	0.0425	0.0425	"Microcebus_rufus_Centroid"
"Primates"	"Cheirogaleidae"	"Mirza"	"coquereli"	"Mirza coquereli"	44.6	-19.3	19.3	4	51	1	0	0	0	0	0.307	0.308	0.308	"Mirza_coquereli_Centroid"
"Primates"	"Cheirogaleidae"	"Phaner"	"pallescens"	"Phaner pallescens"	44.6	-19.3	19.3	4	96	1	0	0	0	0	0.4	0.327	0.327	"Phaner_pallescens_Centroid"
"Primates"	"Galagidae"	"Euoticus"	"elegantulus"	"Euoticus elegantulus"	12.9	0.6	0.6	2	16.25	1	0	0	0	0	0.28	0.3	0.3	"Euoticus_elegantulus_Centroid"
"Primates"	"Galagidae"	"Galago"	"alleni"	"Galago alleni"	12.9	0.6	0.6	2	16.25	1	0	0	0	0	0.283	NA	0.283	"Galago_alleni_Centroid"
"Primates"	"Galagidae"	"Galago"	"demidoff"	"Galago demidoff"	12.9	0.6	0.6	2	57.5	1	0	0	0	0	0.063	NA	0.063	"Galago_demidoff_Centroid"
"Primates"	"Galagidae"	"Galago"	"moholi"	"Galago moholi"	29.3	-25.4	25.4	1	3.14	1	0	0	0	0	0.18	0.16	0.16	"Galago_moholi_Centroid"
"Primates"	"Galagidae"	"Galago"	"senegalensis"	"Galago senegalensis"	36.6	0.1	0.1	1	150	1	0	0	0	0	0.201	0.2277	0.2277	"Galago_senegalensis_Centroid"
"Primates"	"Galagidae"	"Otolemur"	"garnettii"	"Otolemur garnettii"	39.8	-3.8	3.8	2	34.5	1	0	0	0	0	0.731	0.76	0.76	"Otolemur_garnettii_Centroid"
"Primates"	"Hominidae"	"Gorilla"	"beringei"	"Gorilla beringei"	27	-1.1	1.1	18	0.575	1	0	0	0	0	149	130	130	"Gorilla_beringei_Centroid"
"Primates"	"Hominidae"	"Gorilla"	"gorilla"	"Gorilla gorilla"	13.9	1.5	1.5	50	0.705	1	0	1	1	0	101	120.95	120.95	"Gorilla_gorilla_Centroid"
"Primates"	"Hominidae"	"Pan"	"paniscus"	"Pan paniscus"	21.1	0.3	0.3	5	2	1	0	0	0	0	32.7	34.0001	34.0001	"Pan_paniscus_Centroid"
"Primates"	"Hominidae"	"Pan"	"troglodytes"	"Pan troglodytes"	15.1	1.4	1.4	125	0.85	1	0	0	0	0	37.6	42.5	42.5	"Pan_troglodytes_Centroid"
"Primates"	"Hominidae"	"Pongo"	"abelii"	"Pongo abelii"	97.6	3.5	3.5	34	1.405	1	0	0	0	0	39.7	56.75	56.75	"Pongo_abelii_Centroid"
"Primates"	"Hominidae"	"Pongo"	"pygmaeus"	"Pongo pygmaeus"	117.2	4.2	4.2	73	1.4	1	0	0	0	0	37.1	57.15	57.15	"Pongo_pygmaeus_Centroid"
"Primates"	"Hylobatidae"	"Bunopithecus"	"hoolock"	"Bunopithecus hoolock"	93.2	26	26	8	7.965	1	0	0	0	0	6.7	NA	6.7	"Bunopithecus_hoolock_Centroid"
"Primates"	"Hylobatidae"	"Hylobates"	"agilis"	"Hylobates agilis"	102.6	-0.5	0.5	2	10.308	1	0	0	0	0	5.67	5.65	5.65	"Hylobates_agilis_Centroid"
"Primates"	"Hylobatidae"	"Hylobates"	"albibarbis"	"Hylobates albibarbis"	110.2	-1.2	1.2	4	15.25	1	0	0	0	0	6	5.65	5.65	"Hylobates_albibarbis_Centroid"
"Primates"	"Hylobatidae"	"Hylobates"	"klossii"	"Hylobates klossii"	99	-1.4	1.4	2	20.25	1	0	0	0	0	5.8	5.8	5.8	"Hylobates_klossii_Centroid"
"Primates"	"Hylobatidae"	"Hylobates"	"lar"	"Hylobates lar"	102.2	4.6	4.6	32	7.4	1	0	0	0	0	5.54	4.892	4.892	"Hylobates_lar_Centroid"
"Primates"	"Hylobatidae"	"Hylobates"	"moloch"	"Hylobates moloch"	107.1	-6.9	6.9	26	3.43	1	0	0	0	0	6.42	6.5	6.5	"Hylobates_moloch_Centroid"
"Primates"	"Hylobatidae"	"Hylobates"	"muelleri"	"Hylobates muelleri"	117.2	2.1	2.1	10	8.45	1	0	0	0	0	5.53	6	6	"Hylobates_muelleri_Centroid"
"Primates"	"Hylobatidae"	"Hylobates"	"mulleri x agilis"	"Hylobates mulleri x agilis"	114	0	0	1	8.2	1	0	0	0	0	5.67	NA	5.67	"Hylobates_mulleri x agilis_Centroid"
"Primates"	"Hylobatidae"	"Hylobates"	"pileatus"	"Hylobates pileatus"	102.2	13	13	1	29.6	1	0	0	0	0	5.47	5.44	5.44	"Hylobates_pileatus_Centroid"
"Primates"	"Hylobatidae"	"Nomascus"	"concolor"	"Nomascus concolor"	100.7	24.5	24.5	4	4.02	1	0	0	0	0	6.39	7.5	7.5	"Nomascus_concolor_Centroid"
"Primates"	"Hylobatidae"	"Nomascus"	"hainanus"	"Nomascus hainanus"	109.3	19.1	19.1	1	1.75	1	0	0	0	0	8.25	7.5	7.5	"Nomascus_hainanus_Centroid"
"Primates"	"Hylobatidae"	"Symphalangus"	"syndactylus"	"Symphalangus syndactylus"	103.3	-3.1	3.1	27	16	1	0	0	0	0	10.5	10	10	"Symphalangus_syndactylus_Centroid"
"Primates"	"Indriidae"	"Avahi"	"laniger"	"Avahi laniger"	49.1	-16	16	6	50.85	1	0	0	0	0	1.18	1.3	1.3	"Avahi_laniger_Centroid"
"Primates"	"Indriidae"	"Avahi"	"mooreorum"	"Avahi mooreorum"	50	-15.7	15.7	1	121.21	1	0	0	0	0	0.8	0.92	0.92	"Avahi_mooreorum_Centroid"
"Primates"	"Indriidae"	"Avahi"	"occidentalis"	"Avahi occidentalis"	46.8	-16.3	16.3	1	67	1	0	0	0	0	0.829	0.85	0.85	"Avahi_occidentalis_Centroid"
"Primates"	"Indriidae"	"Indri"	"indri"	"Indri indri"	48.8	-18	18	9	8	1	0	0	0	0	7.92	8	8	"Indri_indri_Centroid"
"Primates"	"Indriidae"	"Propithecus"	"coquereli"	"Propithecus coquereli"	46.8	-16.3	16.3	1	60	1	1	0	0	0	4.19	3.9	3.9	"Propithecus_coquereli_Centroid"
"Primates"	"Indriidae"	"Propithecus"	"deckenii"	"Propithecus deckenii"	45.9	-16	16	1	172.6	1	1	0	0	0	5	4	4	"Propithecus_deckenii_Centroid"
"Primates"	"Indriidae"	"Propithecus"	"diadema"	"Propithecus diadema"	48.9	-15.2	15.2	4	27	1	1	0	0	0	6.1	5.25	5.25	"Propithecus_diadema_Centroid"
"Primates"	"Indriidae"	"Propithecus"	"edwardsi"	"Propithecus edwardsi"	47.5	-21.2	21.2	1	4	1	1	0	0	0	6.57	5.75	5.75	"Propithecus_edwardsi_Centroid"
"Primates"	"Indriidae"	"Propithecus"	"tattersalli"	"Propithecus tattersalli"	49.6	-13.1	13.1	1	22.5	1	1	0	0	0	3.49	3.5	3.5	"Propithecus_tattersalli_Centroid"
"Primates"	"Indriidae"	"Propithecus"	"verreauxi"	"Propithecus verreauxi"	44.9	-20.4	20.4	5	61	1	1	0	0	0	3.66	3.25	3.25	"Propithecus_verreauxi_Centroid"
"Primates"	"Lemuridae"	"Eulemur"	"albifrons"	"Eulemur albifrons"	49.2	-15.1	15.1	7	47	1	1	1	0	0	2.5	2.3	2.3	"Eulemur_albifrons_Centroid"
"Primates"	"Lemuridae"	"Eulemur"	"albocollaris"	"Eulemur albocollaris"	45.2	-22.7	22.7	2	7.4	1	1	1	0	0	2.4	NA	2.4	"Eulemur_albocollaris_Centroid"
"Primates"	"Lemuridae"	"Eulemur"	"collaris"	"Eulemur collaris"	47.3	-22.5	22.5	1	10.7	1	1	1	0	0	2.5	2.375	2.375	"Eulemur_collaris_Centroid"
"Primates"	"Lemuridae"	"Eulemur"	"coronatus"	"Eulemur coronatus"	49.2	-12.9	12.9	7	284.9	1	1	1	0	0	1.39	1.65	1.65	"Eulemur_coronatus_Centroid"
"Primates"	"Lemuridae"	"Eulemur"	"fulvus"	"Eulemur fulvus"	47.6	-17.6	17.6	2	110	1	1	1	0	0	2.11	2.5	2.5	"Eulemur_fulvus_Centroid"
"Primates"	"Lemuridae"	"Eulemur"	"macaco"	"Eulemur macaco"	48.6	-13.4	13.4	1	200	1	1	1	0	0	2.13	1.9	1.9	"Eulemur_macaco_Centroid"
"Primates"	"Lemuridae"	"Eulemur"	"mongoz"	"Eulemur mongoz"	45.9	-16	16	1	44.6	1	1	1	0	0	1.55	1.35	1.35	"Eulemur_mongoz_Centroid"
"Primates"	"Lemuridae"	"Eulemur"	"rubriventer"	"Eulemur rubriventer"	48.3	-17.4	17.4	5	30	1	1	1	0	0	1.96	2	2	"Eulemur_rubriventer_Centroid"
"Primates"	"Lemuridae"	"Eulemur"	"rufus"	"Eulemur rufus"	45.8	-19.6	19.6	8	86.5	1	1	1	0	0	2.21	2.375	2.375	"Eulemur_rufus_Centroid"
"Primates"	"Lemuridae"	"Eulemur"	"sanfordi"	"Eulemur sanfordi"	49.1	-12.9	12.9	6	456.3	1	1	1	0	0	2.39	2.25	2.25	"Eulemur_sanfordi_Centroid"
"Primates"	"Lemuridae"	"Hapalemur"	"alaotrensis"	"Hapalemur alaotrensis"	48.4	-17.6	17.6	1	88	1	1	1	0	0	1.62	1.24	1.24	"Hapalemur_alaotrensis_Centroid"
"Primates"	"Lemuridae"	"Hapalemur"	"griseus"	"Hapalemur griseus"	48.3	-16.2	16.2	6	20	1	1	0	0	0	1.2	0.9	0.9	"Hapalemur_griseus_Centroid"
"Primates"	"Lemuridae"	"Lemur"	"catta"	"Lemur catta"	45.5	-24.2	24.2	24	140.375	1	0	0	0	0	2.3	2.9	2.9	"Lemur_catta_Centroid"
"Primates"	"Lemuridae"	"Varecia"	"rubra"	"Varecia rubra"	50.1	-15.4	15.4	2	36.85	1	1	1	0	0	3.87	3.45	3.45	"Varecia_rubra_Centroid"
"Primates"	"Lemuridae"	"Varecia"	"variegata"	"Varecia variegata"	48.4	-18.1	18.1	5	27	1	1	1	0	0	3.43	3.35	3.35	"Varecia_variegata_Centroid"
"Primates"	"Lepilemuridae"	"Lepilemur"	"ankaranensis"	"Lepilemur ankaranensis"	49.2	-12.9	12.9	6	275	1	1	1	0	0	0.7	0.75	0.75	"Lepilemur_ankaranensis_Centroid"
"Primates"	"Lepilemuridae"	"Lepilemur"	"edwardsi"	"Lepilemur edwardsi"	45.5	-17.4	17.4	4	270.2	1	1	1	0	0	0.921	0.8775	0.8775	"Lepilemur_edwardsi_Centroid"
"Primates"	"Lepilemuridae"	"Lepilemur"	"microdon"	"Lepilemur microdon"	48.4	-18.9	18.9	1	13	1	1	1	0	0	0.97	0.9	0.9	"Lepilemur_microdon_Centroid"
