Order	Genus	species	Taxon	Phyname	Family	V1	V2	HYP	AA	GO	SF	OT	BU	AL	OL	How scored	Notes	MASS	MASS_our	Mass_Phy	Mass_bm	Mass_Juha1	Mass_Juha2	Mass_Dam	Comments
Artiodactyla	Philantomba	maxwellii	Philantomba_ maxwellii	Philantomba_maxwellii_Centroid	Bovidae	Philantomba	Bovidae	2	0	0	1	0	0	0	1			9	9	12	6.9	8.5	8.55769	NA	
Artiodactyla	Philantomba	monticola	Philantomba monticola	Philantomba_monticola_Centroid	Bovidae	Philantomba	Bovidae	2	0	0	1	0	0	0	1			6.3	6.3	6.2	6.3	6.25	4.89605	NA	
Artiodactyla	Philantomba	walteri	Philantomba walteri	Philantomba_walteri_Centroid	Bovidae	Philantomba	Bovidae	2	0	0	1	0	0	0	1	by genus		9	NA	9	NA	NA	NA	NA	
Artiodactyla	Procapra	gutturosa	Procapra gutturosa	Procapra_gutturosa_Centroid	Bovidae	Procapra	Bovidae	3	0	1	0	0	0	1	1			27.8	27.8	27.8	27.8	29.5	28.27427	NA	
Artiodactyla	Procapra	picticaudata	Procapra picticaudata	Procapra_picticaudata_Centroid	Bovidae	Procapra	Bovidae	3	0	1	0	0	0	1	1			23.2	23.2	20	23.2	21.5755	23.19767	NA	
Artiodactyla	Procapra	przewalskii	Procapra przewalskii	Procapra_przewalskii_Centroid	Bovidae	Procapra	Bovidae	3	0	1	0	0	0	1	1			27.5	27.5	27.5	27.5	27.5	27.49999	NA	
Artiodactyla	Pseudois	nayaur	Pseudois nayaur	Pseudois_nayaur_Centroid	Bovidae	Pseudois	Bovidae	3	0	1	0	0	0	1	1			49.8	49.8	45	49.8	55	52.33457	56.25	
Artiodactyla	Pseudoryx	nghetinhensis	Pseudoryx nghetinhensis	Pseudoryx_nghetinhensis_Centroid	Bovidae	Pseudoryx	Bovidae	2	0	1	0	0	0	1	1			90	90	85	90	90	97.8422	NA	
Artiodactyla	Raphicerus	campestris	Raphicerus campestris	Raphicerus_campestris_Centroid	Bovidae	Raphicerus	Bovidae	3	0	1	0	0	0	1	1			11.3	11.3	10.5	11.3	11.5	11.66153	12.3	
Artiodactyla	Raphicerus	melanotis	Raphicerus melanotis	Raphicerus_melanotis_Centroid	Bovidae	Raphicerus	Bovidae	3	0	1	0	0	0	1	1			10.3	10.3	10.2	10.3	15.5	10.50314	NA	
Artiodactyla	Raphicerus	sharpei	Raphicerus sharpei	Raphicerus_sharpei_Centroid	Bovidae	Raphicerus	Bovidae	3	0	1	0	0	0	1	1			7.6	7.6	9.5	7.6	11.2	9.3969	8.21	
Artiodactyla	Redunca	arundinum	Redunca arundinum	Redunca_arundinum_Centroid	Bovidae	Redunca	Bovidae	3	0	0	1	0	0	0	1			50.8	50.8	58	50.8	66.5	58.05924	59.4	
Artiodactyla	Redunca	fulvorufula	Redunca fulvorufula	Redunca_fulvorufula_Centroid	Bovidae	Redunca	Bovidae	3	0	0	1	0	0	0	1			30	30	29.5	30	26.05	29.35266	28	
Artiodactyla	Redunca	redunca	Redunca redunca	Redunca_redunca_Centroid	Bovidae	Redunca	Bovidae	3	0	0	1	0	0	0	1			40	40	44.1	40	48.35	43.28895	43.5	
Artiodactyla	Rupicapra	pyrenaica	Rupicapra pyrenaica	Rupicapra_pyrenaica_Centroid	Bovidae	Rupicapra	Bovidae	3	0	1	0	0	0	1	1			30	30	30	30	37	29.99999	NA	
Artiodactyla	Rupicapra	rupicapra	Rupicapra rupicapra	Rupicapra_rupicapra_Centroid	Bovidae	Rupicapra	Bovidae	3	0	1	0	0	0	1	1			37.5	37.5	26.1	36	38	33.26635	NA	
Artiodactyla	Rusingoryx	atopocranion	Rusingoryx atopocranion	Rusingoryx_atopocranion_Centroid	Bovidae	Rusingoryx	Bovidae	3	0	0	0	1	0	0	1	pictures, with alcelaphines		150	NA	150	NA	NA	NA	NA	
Artiodactyla	Saiga	tatarica	Saiga tatarica	Saiga_tatarica_Centroid	Bovidae	Saiga	Bovidae	3	0	1	0	0	0	1	1			37	37	29	38.3	45	37.73401	42.5	
Artiodactyla	Sivacobus	sankaliai	Sivacobus sankaliai	Sivacobus_sankaliai_Centroid	Bovidae	Sivacobus	Bovidae	3	0	0	1	0	0	0	1	by relative reduncine		78.5	NA	78.5	NA	NA	NA	NA	
Artiodactyla	Soergelia	minor	Soergelia minor	Soergelia_minor_Centroid	Bovidae	Soergelia	Bovidae	3	0	1	0	0	0	1	1	by relative ovibovini		225	NA	225	NA	NA	NA	NA	
Artiodactyla	Spirocerus	kiakhtensis	Spirocerus kiakhtensis	Spirocerus_kiakhtensis_Centroid	Bovidae	Spirocerus	Bovidae	3	1	0	0	0	0	1	0	by pictures, uncertain		900	900	790.7	NA	NA	NA	NA	
Artiodactyla	Sylvicapra	grimmia	Sylvicapra grimmia	Sylvicapra_grimmia_Centroid	Bovidae	Sylvicapra	Bovidae	2	0	0	1	0	0	0	1			20	20	19.5	20	17.75	15.63915	11.3	
Artiodactyla	Syncerus	caffer	Syncerus caffer	Syncerus_caffer_Centroid	Bovidae	Syncerus	Bovidae	3	0	0	1	1	0	0	1			555	555	580	555	525	592.66598	54.4	
Artiodactyla	Tetracerus	quadricornis	Tetracerus quadricornis	Tetracerus_quadricornis_Centroid	Bovidae	Tetracerus	Bovidae	3	0	0	1	0	0	0	1			17.5	17.5	19	17.5	20	19.28212	NA	
Artiodactyla	Tragelaphus	angasii	Tragelaphus angasii	Tragelaphus_angasii_Centroid	Bovidae	Tragelaphus	Bovidae	2	0	1	0	0	0	1	1			91	91	86.6	91	97.45	87.61676	90.6	
Artiodactyla	Tragelaphus	buxtoni	Tragelaphus buxtoni	Tragelaphus_buxtoni_Centroid	Bovidae	Tragelaphus	Bovidae	1	0	1	0	0	0	1	1			199	199	215	199	225	215.00075	NA	
Artiodactyla	Tragelaphus	derbianus	Tragelaphus derbianus	Tragelaphus_derbianus_Centroid	Bovidae	Tragelaphus	Bovidae	2	1	0	0	0	0	1	0	pictures		680	NA	680	NA	NA	NA	NA	
Artiodactyla	Tragelaphus	eurycerus	Tragelaphus eurycerus	Tragelaphus_eurycerus_Centroid	Bovidae	Tragelaphus	Bovidae	2	1	0	0	0	0	1	0			278	278	329	205	277.5	270.99837	NA	
Artiodactyla	Tragelaphus	imberbis	Tragelaphus imberbis	Tragelaphus_imberbis_Centroid	Bovidae	Tragelaphus	Bovidae	2	0	1	0	0	0	1	1			77	77	81.6	77	99	94.32039	110	
Artiodactyla	Tragelaphus	oryx	Tragelaphus oryx	Tragelaphus_oryx_Centroid	Bovidae	Tragelaphus	Bovidae	3	0	1	0	0	0	1	1	Taurotragus		570	NA	570	NA	NA	NA	NA	Taurotragus oryx
Artiodactyla	Tragelaphus	scriptus	Tragelaphus scriptus	Tragelaphus_scriptus_Centroid	Bovidae	Tragelaphus	Bovidae	2	0	1	0	0	0	1	1			40.4	40.4	43.3	40.4	50.5	43.25039	40.8	
Artiodactyla	Tragelaphus	spekii	Tragelaphus spekii	Tragelaphus_spekii_Centroid	Bovidae	Tragelaphus	Bovidae	2	1	0	0	0	0	1	0			81.3	81.3	78	81.3	85	75.55425	74.8	
Artiodactyla	Tragelaphus	strepsiceros	Tragelaphus strepsiceros	Tragelaphus_strepsiceros_Centroid	Bovidae	Tragelaphus	Bovidae	2	0	1	0	0	0	1	1			198	198	213.5	198	217.5	206.05641	171	
Artiodactyla	Camelops	hesternus	Camelops hesternus	Camelops_hesternus_Centroid	Camelidae	Camelops	Camelidae	3	1	0	0	0	0	1	0			1100	1100	1100	NA	NA	NA	NA	
Artiodactyla	Camelus	dromedarius	Camelus dromedarius	Camelus_dromedarius_Centroid	Camelidae	Camelus	Camelidae	3	0	1	0	0	0	1	1			495	495	800	434	650	492.71447	NA	
Artiodactyla	Camelus	ferus	Camelus ferus	Camelus_ferus_Centroid	Camelidae	Camelus	Camelidae	3	0	1	0	0	0	1	1			690	690	690	NA	NA	NA	NA	
Artiodactyla	Hemiauchenia	macrocephala	Hemiauchenia macrocephala	Hemiauchenia_macrocephala_Centroid	Camelidae	Hemiauchenia	Camelidae	3	0	1	0	0	0	1	1	pictures		110	NA	110	NA	NA	NA	NA	
Artiodactyla	Hemiauchenia	paradoxa	Hemiauchenia paradoxa	Hemiauchenia_paradoxa_Centroid	Camelidae	Hemiauchenia	Camelidae	3	0	1	0	0	0	1	1	pictures		1000	NA	1000	NA	NA	NA	NA	
Artiodactyla	Lama	guanicoe	Lama guanicoe	Lama_guanicoe_Centroid	Camelidae	Lama	Camelidae	3	1	0	0	0	0	1	0			115	115	120	70.5	NA	NA	NA	
Artiodactyla	Palaeolama	major	Palaeolama major	Palaeolama_major_Centroid	Camelidae	Palaeolama	Camelidae	3	1	0	0	0	0	1	0	pictures		1090	NA	1089.5	NA	NA	NA	NA	
Artiodactyla	Palaeolama	mirifica	Palaeolama mirifica	Palaeolama_mirifica_Centroid	Camelidae	Palaeolama	Camelidae	3	1	0	0	0	0	1	0	pictures		80	NA	80	NA	NA	NA	NA	
Artiodactyla	Palaeolama	weddeli	Palaeolama weddeli	Palaeolama_weddeli_Centroid	Camelidae	Palaeolama	Camelidae	3	1	0	0	0	0	1	0	pictures		1020	NA	1021.9	NA	NA	NA	NA	
Artiodactyla	Vicugna	vicugna	Vicugna vicugna	Vicugna_vicugna_Centroid	Camelidae	Vicugna	Camelidae	3	1	0	0	0	0	1	0			50	50	47.5	50	50	47.49961	47.5	
Artiodactyla	Agalmaceros	blicki	Agalmaceros blicki	Agalmaceros_blicki_Centroid	Cervidae	Agalmaceros	Cervidae	1	1	0	0	0	0	1	0	from pictures		60	60	60	NA	NA	NA	NA	
Artiodactyla	Alces	alces	Alces alces	Alces_alces_Centroid	Cervidae	Alces	Cervidae	1	1	0	0	0	0	1	0	old scores		351	351	357	351	507.5	461.90076	403	
Artiodactyla	Antifer	ultra	Antifer ultra	Antifer_ultra_Centroid	Cervidae	Antifer	Cervidae	1	1	0	0	0	0	1	0	old scores		87	87	86.7	NA	NA	NA	NA	
Artiodactyla	Axis	axis	Axis axis	Axis_axis_Centroid	Cervidae	Axis	Cervidae	2	0	0	1	0	0	0	1	old scores		55	55	66.2	55	70	69.49999	48.1	
Artiodactyla	Axis	calamianensis	Axis calamianensis	Axis_calamianensis_Centroid	Cervidae	Axis	Cervidae	2	0	0	1	0	0	0	1	old scores		40	40	40.5	39.8	43	39.8126	NA	
Artiodactyla	Axis	kuhlii	Axis kuhlii	Axis_kuhlii_Centroid	Cervidae	Axis	Cervidae	2	0	0	1	0	0	0	1	old scores		55	55	55	55	48	54.99999	NA	
Artiodactyla	Axis	porcinus	Axis porcinus	Axis_porcinus_Centroid	Cervidae	Axis	Cervidae	2	0	0	1	0	0	0	1	old scores		35	35	34.1	33.5	70.5	37.44829	31	
Artiodactyla	Blastocerus	dichotomus	Blastocerus dichotomus	Blastocerus_dichotomus_Centroid	Cervidae	Blastocerus	Cervidae	1	1	0	0	0	0	1	0			103	103	86.7	103	110	112.51853	125	
Artiodactyla	Candiacervus	cretensis	Candiacervus cretensis	Candiacervus_cretensis_Centroid	Cervidae	Candiacervus	Cervidae	1	1	0	0	0	0	1	0	by genus		79.4	NA	79.4	NA	NA	NA	NA	
Artiodactyla	Candiacervus	dorothensis	Candiacervus dorothensis	Candiacervus_dorothensis_Centroid	Cervidae	Candiacervus	Cervidae	1	1	0	0	0	0	1	0	by genus		539	NA	538.9	NA	NA	NA	NA	
Artiodactyla	Candiacervus	major	Candiacervus major	Candiacervus_major_Centroid	Cervidae	Candiacervus	Cervidae	1	1	0	0	0	0	1	0	by genus		708	NA	708.3	NA	NA	NA	NA	
Artiodactyla	Candiacervus	rethymnensis	Candiacervus rethymnensis	Candiacervus_rethymnensis_Centroid	Cervidae	Candiacervus	Cervidae	1	1	0	0	0	0	1	0	by genus		222	NA	221.5	NA	NA	NA	NA	
Artiodactyla	Candiacervus	ropalophorus	Candiacervus ropalophorus	Candiacervus_ropalophorus_Centroid	Cervidae	Candiacervus	Cervidae	1	1	0	0	0	0	1	0	pictures, uncertain		29.9	NA	29.9	NA	NA	NA	NA	
Artiodactyla	Candiacervus	spII	Candiacervus spII	Candiacervus_spII_Centroid	Cervidae	Candiacervus	Cervidae	1	1	0	0	0	0	1	0	by genus		42.6	NA	42.6	NA	NA	NA	NA	
Artiodactyla	Capreolus	capreolus	Capreolus capreolus	Capreolus_capreolus_Centroid	Cervidae	Capreolus	Cervidae	1	1	0	0	0	0	1	0			22	22	22.5	21.5	23.5	22.50201	21.7	
Artiodactyla	Capreolus	miyakoensis	Capreolus miyakoensis	Capreolus_miyakoensis_Centroid	Cervidae	Capreolus	Cervidae	1	1	0	0	0	0	1	0			24	24	24.1	NA	NA	NA	NA	
Artiodactyla	Capreolus	pygargus	Capreolus pygargus	Capreolus_pygargus_Centroid	Cervidae	Capreolus	Cervidae	1	1	0	0	0	0	1	0			40	40	43.8	39.5	42.65	41.37103	NA	
Artiodactyla	Cervalces	scotti	Cervalces scotti	Cervalces_scotti_Centroid	Cervidae	Cervalces	Cervidae	1	1	0	0	0	0	1	0	pictures, uncertain		632	NA	632	NA	NA	NA	NA	
Artiodactyla	Cervus	albirostris	Cervus albirostris	Cervus_albirostris_Centroid	Cervidae	Cervus	Cervidae	1	0	1	0	0	0	0	1	pictures, uncertain		125	NA	125	NA	NA	NA	NA	
Artiodactyla	Cervus	astylodon	Cervus astylodon	Cervus_astylodon_Centroid	Cervidae	Cervus	Cervidae	1	0	1	0	0	0	0	1	by pictures, very uncertain		18.5	NA	18.5	NA	NA	NA	NA	
Artiodactyla	Cervus	canadensis	Cervus canadensis	Cervus_canadensis_Centroid	Cervidae	Cervus	Cervidae	2	1	0	0	0	0	1	0			337	337	131.2	285	NA	NA	310	
Artiodactyla	Cervus	elaphus	Cervus elaphus	Cervus_elaphus_Centroid	Cervidae	Cervus	Cervidae	2	1	0	0	0	0	1	0			190	190	131.2	150	279	240.86713	175	
Artiodactyla	Cervus	nippon	Cervus nippon	Cervus_nippon_Centroid	Cervidae	Cervus	Cervidae	2	0	0	1	0	0	0	1			53	53	53	53	75.4	52.99999	NA	
Artiodactyla	Dama	dama	Dama dama	Dama_dama_Centroid	Cervidae	Dama	Cervidae	1	1	0	0	0	0	1	0			54.5	54.5	56.2	54.5	65.5	57.22461	NA	
Artiodactyla	Dama	mesopotamica	Dama mesopotamica	Dama_mesopotamica_Centroid	Cervidae	Dama	Cervidae	1	1	0	0	0	0	1	0			70	70	72.5	70	NA	NA	NA	
Artiodactyla	Dicroceros	spA	Dicroceros spA	Dicroceros_spA_Centroid	Cervidae	Dicroceros	Cervidae	1	1	0	0	0	0	1	0	pictures, uncertain		11.1	NA	11.1	NA	NA	NA	NA	Dirocerus
Artiodactyla	Elaphodus	cephalophus	Elaphodus cephalophus	Elaphodus_cephalophus_Centroid	Cervidae	Elaphodus	Cervidae	1	1	0	0	0	0	1	0			23.5	23.5	33.5	18	33.5	23.08787	NA	
Artiodactyla	Elaphurus	davidianus	Elaphurus davidianus	Elaphurus_davidianus_Centroid	Cervidae	Elaphurus	Cervidae	2	0	0	1	0	0	0	1			149	149	149	149	177.5	165.98917	NA	
Artiodactyla	Haploidoceros	mediterraneus	Haploidoceros mediterraneus	Haploidoceros_mediterraneus_Centroid	Cervidae	Haploidoceros	Cervidae	1	1	0	0	0	0	1	0	pictures, uncertain		100	NA	100	NA	NA	NA	NA	
Artiodactyla	Hippocamelus	antisensis	Hippocamelus antisensis	Hippocamelus_antisensis_Centroid	Cervidae	Hippocamelus	Cervidae	1	1	0	0	0	0	1	0			68.6	68.6	68.6	68.6	54.5	68.59935	NA	
Artiodactyla	Hippocamelus	bisulcus	Hippocamelus bisulcus	Hippocamelus_bisulcus_Centroid	Cervidae	Hippocamelus	Cervidae	1	1	0	0	0	0	1	0			70	70	70	70	72.5	69.24081	NA	
Artiodactyla	Hydropotes	inermis	Hydropotes inermis	Hydropotes_inermis_Centroid	Cervidae	Hydropotes	Cervidae	1	0	1	0	0	0	1	1			11	11	14	11	13.75	12.76004	NA	
Artiodactyla	Mazama	americana	Mazama americana	Mazama_americana_Centroid	Cervidae	Mazama	Cervidae	1	1	0	0	0	0	1	0			26.1	26.1	22.8	26.1	38.5	20.54686	20	
Artiodactyla	Mazama	bororo	Mazama bororo	Mazama_bororo_Centroid	Cervidae	Mazama	Cervidae	1	1	0	0	0	0	1	0			25	25	25	25	NA	NA	NA	
Artiodactyla	Mazama	bricenii	Mazama bricenii	Mazama_bricenii_Centroid	Cervidae	Mazama	Cervidae	1	1	0	0	0	0	1	0			16.5	16.5	16.5	16.5	16.5	16.49985	NA	
Artiodactyla	Mazama	chunyi	Mazama chunyi	Mazama_chunyi_Centroid	Cervidae	Mazama	Cervidae	1	1	0	0	0	0	1	0			16.1	16.1	16.5	16.1	16.298	16.07174	NA	
Artiodactyla	Mazama	gouazoubira	Mazama gouazoubira	Mazama_gouazoubira_Centroid	Cervidae	Mazama	Cervidae	1	1	0	0	0	0	1	0			20	20	16.3	20	16.5	16.63317	17.35	
Artiodactyla	Mazama	nana	Mazama nana	Mazama_nana_Centroid	Cervidae	Mazama	Cervidae	1	1	0	0	0	0	1	0			17.5	17.5	16.5	17.5	16.5	16.49985	NA	
Artiodactyla	Mazama	nemorivaga	Mazama nemorivaga	Mazama_nemorivaga_Centroid	Cervidae	Mazama	Cervidae	1	1	0	0	0	0	1	0	by genus		15	NA	15	NA	NA	NA	NA	
Artiodactyla	Mazama	pandora	Mazama pandora	Mazama_pandora_Centroid	Cervidae	Mazama	Cervidae	1	1	0	0	0	0	1	0			16.5	16.5	21	16.5	21.5	NA	NA	
Artiodactyla	Mazama	rufina	Mazama rufina	Mazama_rufina_Centroid	Cervidae	Mazama	Cervidae	1	1	0	0	0	0	1	0			12.5	12.5	26	8.2	17	21.09925	NA	
Artiodactyla	Mazama	temama	Mazama temama	Mazama_temama_Centroid	Cervidae	Mazama	Cervidae	1	1	0	0	0	0	1	0			22	22	25	16.5	NA	NA	NA	
Artiodactyla	Megaceroides	algericus	Megaceroides algericus	Megaceroides_algericus_Centroid	Cervidae	Megaceroides	Cervidae	1	1	0	0	0	0	1	0	pictures		800	NA	800	NA	NA	NA	NA	
Artiodactyla	Megaloceros	giganteus	Megaloceros giganteus	Megaloceros_giganteus_Centroid	Cervidae	Megaloceros	Cervidae	1	0	1	0	0	0	1	1	pictures		700	NA	699.8	NA	NA	NA	NA	
Artiodactyla	Morenelaphus	brachyceros	Morenelaphus brachyceros	Morenelaphus_brachyceros_Centroid	Cervidae	Morenelaphus	Cervidae	1	1	0	0	0	0	1	0	pictures, uncertain		50	NA	50	NA	NA	NA	NA	
Artiodactyla	Morenelaphus	lujanensis	Morenelaphus lujanensis	Morenelaphus_lujanensis_Centroid	Cervidae	Morenelaphus	Cervidae	1	1	0	0	0	0	1	0	pictures, uncertain		50	NA	50	NA	NA	NA	NA	
Artiodactyla	Muntiacus	atherodes	Muntiacus atherodes	Muntiacus_atherodes_Centroid	Cervidae	Muntiacus	Cervidae	1	1	0	0	0	0	1	0			18.9	18.9	15.6	18.9	15.9695	18.9391	NA	
Artiodactyla	Muntiacus	crinifrons	Muntiacus crinifrons	Muntiacus_crinifrons_Centroid	Cervidae	Muntiacus	Cervidae	1	0	1	0	0	0	1	1			28.7	28.7	36.1	18.6	27.2	18.59001	NA	
Artiodactyla	Muntiacus	feae	Muntiacus feae	Muntiacus_feae_Centroid	Cervidae	Muntiacus	Cervidae	1	1	0	0	0	0	1	0			22	22	22	22	19.9	21.99999	NA	
Artiodactyla	Muntiacus	gongshanensis	Muntiacus gongshanensis	Muntiacus_gongshanensis_Centroid	Cervidae	Muntiacus	Cervidae	1	1	0	0	0	0	1	0			18.6	18.6	19.9	18.6	21	18.59001	NA	
Artiodactyla	Muntiacus	montanus	Muntiacus montanus	Muntiacus_montanus_Centroid	Cervidae	Muntiacus	Cervidae	1	1	0	0	0	0	1	0	by genus, uncertain		17.6	NA	17.6	NA	NA	NA	NA	
Artiodactyla	Muntiacus	muntjak	Muntiacus muntjak	Muntiacus_muntjak_Centroid	Cervidae	Muntiacus	Cervidae	1	0	1	0	0	0	1	1			14	14	15.9	14	23.75	17.61159	14.2	
Artiodactyla	Muntiacus	putaoensis	Muntiacus putaoensis	Muntiacus_putaoensis_Centroid	Cervidae	Muntiacus	Cervidae	1	1	0	0	0	0	1	0			12	12	12	21	11	NA	NA	
Artiodactyla	Muntiacus	reevesi	Muntiacus reevesi	Muntiacus_reevesi_Centroid	Cervidae	Muntiacus	Cervidae	1	0	1	0	0	0	1	1			12	12	13.5	12	18.5	13.49994	NA	
Artiodactyla	Muntiacus	rooseveltorum	Muntiacus rooseveltorum	Muntiacus_rooseveltorum_Centroid	Cervidae	Muntiacus	Cervidae	1	1	0	0	0	0	1	0			10.8	10.8	15	10.8	15.4815	10.76264	NA	
Artiodactyla	Muntiacus	truongsonensis	Muntiacus truongsonensis	Muntiacus_truongsonensis_Centroid	Cervidae	Muntiacus	Cervidae	1	1	0	0	0	0	1	0			15	15	15	21	15	NA	NA	
Artiodactyla	Muntiacus	vaginalis	Muntiacus vaginalis	Muntiacus_vaginalis_Centroid	Cervidae	Muntiacus	Cervidae	1	1	0	0	0	0	1	0	by genus, uncertain		18.2	NA	18.2	NA	NA	NA	NA	
Artiodactyla	Muntiacus	vuquangensis	Muntiacus vuquangensis	Muntiacus_vuquangensis_Centroid	Cervidae	Muntiacus	Cervidae	1	1	0	0	0	0	1	0			36.7	36.7	34	36.7	40	36.69082	NA	
Artiodactyla	Navahoceros	fricki	Navahoceros fricki	Navahoceros_fricki_Centroid	Cervidae	Navahoceros	Cervidae	1	0	1	0	0	0	1	1	guessing by relative odocoileini		49.5	NA	49.5	NA	NA	NA	NA	
Artiodactyla	Odocoileus	hemionus	Odocoileus hemionus	Odocoileus_hemionus_Centroid	Cervidae	Odocoileus	Cervidae	1	0	1	0	0	0	1	1			55.8	55.8	54.2	55.8	123.4	84.56057	89.3	
Artiodactyla	Odocoileus	virginianus	Odocoileus virginianus	Odocoileus_virginianus_Centroid	Cervidae	Odocoileus	Cervidae	1	0	1	0	0	0	1	1			52	52	55.5	52	84	75.90125	85.1	
Artiodactyla	Ozotoceros	bezoarticus	Ozotoceros bezoarticus	Ozotoceros_bezoarticus_Centroid	Cervidae	Ozotoceros	Cervidae	1	1	0	0	0	0	1	0			35	35	40	35	37.5	34.6204	NA	
Artiodactyla	Paraceros	fragilis	Paraceros fragilis	Paraceros_fragilis_Centroid	Cervidae	Paraceros	Cervidae	1	1	0	0	0	0	1	0	relative of Blastoceros		50	NA	50	NA	NA	NA	NA	
Artiodactyla	Praemegaceros	cazioti	Praemegaceros cazioti	Praemegaceros_cazioti_Centroid	Cervidae	Praemegaceros	Cervidae	1	0	1	0	0	0	1	1	Pictures, like megaloceros		70	NA	70	NA	NA	NA	NA	
Artiodactyla	Pudu	mephistophiles	Pudu mephistophiles	Pudu_mephistophiles_Centroid	Cervidae	Pudu	Cervidae	1	1	0	0	0	0	1	0			9	9	9.6	9	9.6	9.59996	NA	
Artiodactyla	Pudu	puda	Pudu puda	Pudu_puda_Centroid	Cervidae	Pudu	Cervidae	1	1	0	0	0	0	1	0			9	9	9.7	9	10.75	9.64262	NA	
Artiodactyla	Rangifer	tarandus	Rangifer tarandus	Rangifer_tarandus_Centroid	Cervidae	Rangifer	Cervidae	1	1	0	0	0	0	1	0			113	113	86	113	177.9	109.0885	100	
Artiodactyla	Rucervus	duvaucelii	Rucervus duvaucelii	Rucervus_duvaucelii_Centroid	Cervidae	Rucervus	Cervidae	2	1	0	0	0	0	1	0			143	143	143	143	211.5	171.22386	170	
Artiodactyla	Rucervus	eldii	Rucervus eldii	Rucervus_eldii_Centroid	Cervidae	Rucervus	Cervidae	2	1	0	0	0	0	1	0			100	100	73	123	108	95.47161	NA	
Artiodactyla	Rucervus	schomburgki	Rucervus schomburgki	Rucervus_schomburgki_Centroid	Cervidae	Rucervus	Cervidae	2	1	0	0	0	0	1	0			108	108	110	108	110	107.62642	NA	
Artiodactyla	Rusa	alfredi	Rusa alfredi	Rusa_alfredi_Centroid	Cervidae	Rusa	Cervidae	2	0	0	1	0	0	0	1			46.5	46.5	47.5	46.5	NA	46.47504	NA	
Artiodactyla	Rusa	marianna	Rusa marianna	Rusa_marianna_Centroid	Cervidae	Rusa	Cervidae	2	0	0	1	0	0	0	1			50	50	50	50	NA	49.45761	NA	
Artiodactyla	Rusa	timorensis	Rusa timorensis	Rusa_timorensis_Centroid	Cervidae	Rusa	Cervidae	1	0	0	1	0	0	0	1			53	53	63	53	NA	66.3755	NA	
Artiodactyla	Rusa	unicolor	Rusa unicolor	Rusa_unicolor_Centroid	Cervidae	Rusa	Cervidae	2	0	0	1	0	0	0	1			171	171	180.3	171	NA	177.5229	138	
Artiodactyla	Sangamona	fugitiva	Sangamona fugitiva	Sangamona_fugitiva_Centroid	Cervidae	Sangamona	Cervidae	1	1	0	0	0	0	1	0	pictures		158	NA	157.5	NA	NA	NA	NA	species validity challenged
Artiodactyla	Sinomegaceros	ordosianus	Sinomegaceros ordosianus	Sinomegaceros_ordosianus_Centroid	Cervidae	Sinomegaceros	Cervidae	1	0	1	0	0	0	1	1	by megaloceros		340	NA	339.6	NA	NA	NA	NA	
Artiodactyla	Sinomegaceros	yabei	Sinomegaceros yabei	Sinomegaceros_yabei_Centroid	Cervidae	Sinomegaceros	Cervidae	1	0	1	0	0	0	1	1	by megaloceros		388	NA	388.2	NA	NA	NA	NA	
Artiodactyla	Giraffa	camelopardalis	Giraffa camelopardalis	Giraffa_camelopardalis_Centroid	Giraffidae	Giraffa	Giraffidae	1	1	0	0	0	0	1	0			1000	1000	900	1000	1198	964.65473	912	
Artiodactyla	Okapia	johnstoni	Okapia johnstoni	Okapia_johnstoni_Centroid	Giraffidae	Okapia	Giraffidae	1	1	0	0	0	0	1	0			250	250	230	250	248.5	230.00114	250	
Artiodactyla	Choeropsis	liberiensis	Choeropsis liberiensis	Choeropsis_liberiensis_Centroid	Hippopotamidae	Choeropsis	Hippopotamidae	1	0	0	0	0	0	0	1	pictures		235	NA	235	NA	NA	NA	NA	
Artiodactyla	Hexaprotodon	sivalensis	Hexaprotodon sivalensis	Hexaprotodon_sivalensis_Centroid	Hippopotamidae	Hexaprotodon	Hippopotamidae	1	0	0	0	1	0	0	1	pictures		300	NA	300	NA	NA	NA	NA	
Artiodactyla	Hippopotamus	amphibius	Hippopotamus amphibius	Hippopotamus_amphibius_Centroid	Hippopotamidae	Hippopotamus	Hippopotamidae	2	0	0	0	1	0	0	1			1258	1258	1417.5	1258	2534	1536.3104	NA	
Artiodactyla	Hippopotamus	lemerlei	Hippopotamus lemerlei	Hippopotamus_lemerlei_Centroid	Hippopotamidae	Hippopotamus	Hippopotamidae	2	0	0	0	1	0	0	1	pictures		210	210	500	NA	NA	NA	NA	
Artiodactyla	Hippopotamus	madagascariensis	Hippopotamus madagascariensis	Hippopotamus_madagascariensis_Centroid	Hippopotamidae	Hippopotamus	Hippopotamidae	2	0	0	0	1	0	0	1	pictures		210	210	500	NA	NA	NA	NA	
Artiodactyla	Phanourios	minutes	Phanourios minutes	Phanourios_minutes_Centroid	Hippopotamidae	Phanourios	Hippopotamidae	1	0	0	0	0	0	0	1	pictures and Upsala, may even be acute		200	200	200	NA	NA	NA	NA	Phanourios minutus
Artiodactyla	Moschus	anhuiensis	Moschus anhuiensis	Moschus_anhuiensis_Centroid	Moschidae	Moschus	Moschidae	1	1	0	0	0	0	1	0			8.4	8.4	8.4	12	NA	NA	NA	
